,index,TotalByYearUSD,Group
29456,51375,31200,Group4
29482,51404,30297,Group4
29489,51418,37611,Group4
29497,51435,42083,Group4
29503,51443,43657,Group4
29509,51451,45476,Group4
29510,51452,34421,Group4
29515,51462,35472,Group4
29519,51468,46631,Group4
29546,51504,30422,Group4
29555,51522,45476,Group4
29571,51545,32175,Group4
29591,51581,43026,Group4
29598,51590,33347,Group4
29613,51616,36154,Group4
29616,51621,48887,Group4
29621,51628,42000,Group4
29623,51630,47474,Group4
29637,51649,47474,Group4
29644,51657,40800,Group4
29648,51663,34107,Group4
29673,51700,33000,Group4
29674,51702,50000,Group4
29698,51735,44386,Group4
29703,51745,46386,Group4
29725,51778,34200,Group4
29729,51782,35000,Group4
29734,51790,30907,Group4
29736,51794,34817,Group4
29750,51809,45476,Group4
29779,51854,32789,Group4
29783,51860,47750,Group4
29785,51862,46803,Group4
29797,51876,48701,Group4
29801,51885,48200,Group4
29811,51896,36836,Group4
29843,51940,37879,Group4
29855,51959,50000,Group4
29871,51982,49848,Group4
29880,52000,34107,Group4
29898,52022,39488,Group4
29906,52036,48000,Group4
29907,52037,42000,Group4
29921,52058,41638,Group4
29922,52059,49585,Group4
29928,52068,43966,Group4
29946,52093,50000,Group4
29962,52120,32916,Group4
29967,52128,32000,Group4
29972,52138,45476,Group4
29978,52148,36000,Group4
29981,52153,39337,Group4
29986,52161,49299,Group4
29987,52162,44824,Group4
29989,52165,43528,Group4
29990,52167,50000,Group4
29991,52168,36400,Group4
29994,52174,47348,Group4
30009,52196,34003,Group4
30026,52227,40929,Group4
30028,52233,47840,Group4
30044,52253,45472,Group4
30061,52289,43125,Group4
30073,52304,48819,Group4
30080,52311,35102,Group4
30090,52322,36835,Group4
30091,52324,33152,Group4
30101,52337,32000,Group4
30103,52339,30118,Group4
30105,52342,34107,Group4
30113,52355,50000,Group4
30114,52357,49115,Group4
30130,52377,42293,Group4
30149,52412,34107,Group4
30159,52427,43657,Group4
30160,52430,36372,Group4
30161,52431,44340,Group4
30163,52433,38655,Group4
30171,52445,32970,Group4
30199,52485,40929,Group4
30209,52499,47750,Group4
30210,52500,36836,Group4
30211,52501,47587,Group4
30213,52503,38859,Group4
30230,52527,37518,Group4
30234,52534,43203,Group4
30235,52535,32970,Group4
30242,52544,46803,Group4
30246,52549,35244,Group4
30264,52576,41043,Group4
30272,52590,32743,Group4
30287,52618,48753,Group4
30288,52621,32992,Group4
30290,52624,40337,Group4
30291,52625,39562,Group4
30296,52634,31200,Group4
30308,52651,35059,Group4
30315,52663,44580,Group4
30316,52665,32008,Group4
30343,52711,35102,Group4
30360,52736,43290,Group4
30372,52757,43444,Group4
30373,52758,46745,Group4
30375,52762,45892,Group4
30376,52763,48000,Group4
30389,52784,32722,Group4
30397,52802,35173,Group4
30400,52806,45577,Group4
30438,52866,30677,Group4
30448,52881,33805,Group4
30451,52887,48000,Group4
30464,52910,36381,Group4
30469,52916,32000,Group4
30497,52961,47875,Group4
30511,52985,50000,Group4
30512,52986,37855,Group4
30515,52989,39121,Group4
30526,53004,31200,Group4
30540,53031,37772,Group4
30558,53067,45633,Group4
30565,53081,47042,Group4
30566,53082,36000,Group4
30569,53089,40000,Group4
30573,53094,47215,Group4
30582,53116,47215,Group4
30583,53118,35970,Group4
30588,53127,31201,Group4
30589,53130,37958,Group4
30595,53140,38200,Group4
30610,53165,36319,Group4
30621,53185,32675,Group4
30632,53210,32716,Group4
30639,53233,39138,Group4
30644,53239,38664,Group4
30650,53251,48000,Group4
30660,53270,45022,Group4
30674,53293,33600,Group4
30683,53308,47750,Group4
30686,53315,42949,Group4
30691,53325,30090,Group4
30692,53328,38655,Group4
30695,53336,34107,Group4
30696,53337,49973,Group4
30698,53344,49660,Group4
30700,53347,31477,Group4
30704,53352,43570,Group4
30715,53370,38391,Group4
30716,53371,37205,Group4
30727,53389,36098,Group4
30728,53390,37518,Group4
30730,53392,31516,Group4
30734,53398,44291,Group4
30742,53420,48316,Group4
30743,53421,35472,Group4
30746,53427,37518,Group4
30747,53428,43657,Group4
30756,53448,31379,Group4
30761,53459,40677,Group4
30768,53477,36154,Group4
30776,53496,30014,Group4
30784,53511,33208,Group4
30785,53512,42361,Group4
30788,53519,37518,Group4
30789,53521,30870,Group4
30792,53524,45476,Group4
30805,53545,40265,Group4
30813,53560,39565,Group4
30817,53565,43875,Group4
30822,53573,35301,Group4
30833,53590,47348,Group4
30835,53593,37177,Group4
30839,53603,34107,Group4
30843,53612,40929,Group4
30845,53614,32031,Group4
30846,53615,38756,Group4
30848,53617,46386,Group4
30859,53637,30014,Group4
30866,53644,40038,Group4
30885,53674,42066,Group4
30887,53676,36381,Group4
30890,53680,33554,Group4
30892,53682,47215,Group4
30905,53700,30487,Group4
30917,53729,34107,Group4
30918,53731,40584,Group4
30927,53748,40584,Group4
30929,53752,47391,Group4
30935,53759,34107,Group4
30942,53770,43290,Group4
30947,53776,35234,Group4
30963,53800,45476,Group4
30974,53819,44612,Group4
30976,53824,40038,Group4
30986,53843,38200,Group4
30999,53861,36729,Group4
31002,53865,33554,Group4
31013,53893,32031,Group4
31030,53924,40929,Group4
31032,53927,38200,Group4
31033,53929,41937,Group4
31034,53931,45476,Group4
31036,53935,43203,Group4
31037,53937,41550,Group4
31040,53941,48046,Group4
31052,53963,32743,Group4
31060,53974,33554,Group4
31061,53975,30014,Group4
31071,53992,30014,Group4
31074,53996,32031,Group4
31077,54001,40929,Group4
31079,54003,40929,Group4
31083,54008,45476,Group4
31085,54011,32031,Group4
31092,54029,37518,Group4
31105,54049,30685,Group4
31106,54051,34107,Group4
31107,54058,34107,Group4
31112,54066,32970,Group4
31121,54082,32716,Group4
31123,54088,32743,Group4
31128,54097,34939,Group4
31129,54098,47750,Group4
31131,54100,40929,Group4
31142,54123,30036,Group4
31154,54145,38961,Group4
31167,54170,48112,Group4
31168,54171,33554,Group4
31178,54196,42949,Group4
31184,54210,36154,Group4
31192,54221,30199,Group4
31196,54226,49973,Group4
31203,54244,34107,Group4
31209,54251,40360,Group4
31210,54254,37879,Group4
31213,54259,35472,Group4
31225,54287,32269,Group4
31236,54303,45476,Group4
31238,54307,40929,Group4
31240,54310,31748,Group4
31250,54324,49660,Group4
31256,54333,39565,Group4
31258,54335,48829,Group4
31261,54341,37612,Group4
31262,54342,48000,Group4
31269,54355,31834,Group4
31270,54356,47750,Group4
31273,54360,37879,Group4
31280,54368,48701,Group4
31290,54389,43290,Group4
31309,54417,45022,Group4
31310,54419,33521,Group4
31317,54436,44340,Group4
31321,54443,40929,Group4
31326,54450,41334,Group4
31329,54455,48097,Group4
31336,54464,37772,Group4
31345,54477,49797,Group4
31346,54478,47750,Group4
31349,54482,43966,Group4
31352,54486,49115,Group4
31354,54492,46489,Group4
31364,54505,43026,Group4
31366,54507,48318,Group4
31368,54510,44994,Group4
31371,54514,35173,Group4
31372,54515,31803,Group4
31376,54521,30118,Group4
31380,54527,37359,Group4
31381,54528,34335,Group4
31385,54537,44340,Group4
31387,54540,47182,Group4
31388,54542,40929,Group4
31396,54560,43444,Group4
31401,54567,33152,Group4
31402,54569,37782,Group4
31403,54570,40584,Group4
31407,54576,46361,Group4
31414,54587,43444,Group4
31418,54592,45000,Group4
31422,54603,48887,Group4
31423,54605,47348,Group4
31429,54612,39453,Group4
31436,54619,45476,Group4
31449,54638,30128,Group4
31452,54643,39117,Group4
31453,54644,48701,Group4
31457,54649,38655,Group4
31459,54651,45341,Group4
31467,54664,45210,Group4
31468,54667,37518,Group4
31470,54673,34127,Group4
31474,54681,38200,Group4
31480,54692,37518,Group4
31486,54702,37518,Group4
31489,54706,36000,Group4
31493,54714,36381,Group4
31495,54717,32269,Group4
31501,54726,42949,Group4
31517,54746,47750,Group4
31521,54753,45476,Group4
31530,54770,50000,Group4
31532,54773,47750,Group4
31537,54780,36400,Group4
31539,54784,43026,Group4
31549,54798,30400,Group4
31556,54810,35855,Group4
31561,54816,47348,Group4
31567,54823,46613,Group4
31573,54830,47587,Group4
31580,54841,43203,Group4
31594,54870,39537,Group4
31598,54874,39100,Group4
31602,54880,36381,Group4
31619,54914,43836,Group4
31623,54920,41706,Group4
31636,54942,42634,Group4
31645,54961,30697,Group4
31655,54979,40038,Group4
31659,54988,41374,Group4
31670,55010,47042,Group4
31672,55016,31379,Group4
31699,55058,48829,Group4
31703,55066,37879,Group4
31705,55068,37319,Group4
31711,55078,40584,Group4
31736,55124,38200,Group4
31744,55136,42949,Group4
31746,55138,44031,Group4
31748,55140,43518,Group4
31750,55142,30014,Group4
31751,55145,45000,Group4
31754,55148,33152,Group4
31761,55157,45476,Group4
31763,55162,38216,Group4
31776,55182,32388,Group4
31789,55212,40929,Group4
31790,55213,43290,Group4
31800,55227,32471,Group4
31803,55230,39939,Group4
31806,55233,33018,Group4
31812,55244,35173,Group4
31815,55249,36001,Group4
31830,55274,40265,Group4
31831,55278,35472,Group4
31839,55300,42071,Group4
31843,55304,34980,Group4
31857,55329,44340,Group4
31860,55334,47300,Group4
31865,55341,41611,Group4
31873,55357,37581,Group4
31886,55376,39928,Group4
31891,55382,40929,Group4
31892,55384,50000,Group4
31893,55385,47474,Group4
31895,55388,33425,Group4
31896,55389,31650,Group4
31899,55397,46803,Group4
31918,55427,40038,Group4
31928,55442,46305,Group4
31933,55452,42613,Group4
31941,55466,49160,Group4
31943,55470,35330,Group4
31949,55484,36238,Group4
31962,55513,39440,Group4
31965,55518,32212,Group4
31976,55542,36273,Group4
31995,55589,43620,Group4
32006,55623,44698,Group4
32015,55640,38955,Group4
32024,55656,35059,Group4
32030,55664,44340,Group4
32037,55674,48000,Group4
32047,55690,49569,Group4
32056,55703,42478,Group4
32061,55721,30992,Group4
32069,55733,40000,Group4
32071,55735,30118,Group4
32075,55745,32832,Group4
32078,55748,40584,Group4
32080,55754,47750,Group4
32082,55757,39792,Group4
32085,55760,34107,Group4
32094,55771,32743,Group4
32095,55773,31476,Group4
32099,55779,36586,Group4
32106,55790,36925,Group4
32112,55799,48000,Group4
32116,55804,44363,Group4
32129,55827,36675,Group4
32137,55846,46488,Group4
32149,55864,48046,Group4
32150,55865,32877,Group4
32157,55880,36822,Group4
32162,55888,44843,Group4
32165,55891,35472,Group4
32185,55920,33766,Group4
32213,55971,34107,Group4
32227,55993,47750,Group4
32232,55999,44612,Group4
32234,56003,47750,Group4
32236,56007,47696,Group4
32241,56014,46386,Group4
32242,56015,37518,Group4
32257,56033,30992,Group4
32288,56073,48887,Group4
32291,56076,49115,Group4
32300,56086,33545,Group4
32303,56090,40929,Group4
32305,56092,49892,Group4
32306,56094,40929,Group4
32313,56104,45222,Group4
32314,56105,40929,Group4
32317,56109,47474,Group4
32330,56124,47750,Group4
32331,56125,46386,Group4
32332,56126,40929,Group4
32333,56127,44340,Group4
32336,56131,36836,Group4
32341,56136,39792,Group4
32342,56137,31834,Group4
32346,56141,34107,Group4
32374,56186,48887,Group4
32380,56195,38437,Group4
32383,56201,50000,Group4
32385,56203,31834,Group4
32390,56213,38441,Group4
32401,56224,33876,Group4
32406,56232,38200,Group4
32407,56233,38200,Group4
32412,56243,35000,Group4
32418,56250,41638,Group4
32421,56254,49783,Group4
32422,56256,30697,Group4
32424,56258,32031,Group4
32425,56260,34107,Group4
32428,56265,40929,Group4
32432,56270,40929,Group4
32439,56279,32467,Group4
32440,56280,47750,Group4
32441,56283,48896,Group4
32444,56287,46617,Group4
32450,56298,34273,Group4
32476,56330,40929,Group4
32480,56337,35690,Group4
32486,56346,34107,Group4
32487,56349,43875,Group4
32497,56361,32183,Group4
32498,56362,34433,Group4
32509,56376,43203,Group4
32514,56382,35173,Group4
32531,56404,47750,Group4
32537,56412,30014,Group4
32546,56427,40929,Group4
32549,56431,40321,Group4
32551,56433,45657,Group4
32574,56470,33554,Group4
32578,56479,39792,Group4
32579,56480,45996,Group4
32589,56495,34107,Group4
32590,56497,31379,Group4
32599,56512,50000,Group4
32603,56518,48701,Group4
32639,56586,42000,Group4
32641,56590,34822,Group4
32648,56599,43026,Group4
32651,56602,30979,Group4
32660,56615,38437,Group4
32663,56618,40929,Group4
32675,56636,31200,Group4
32689,56663,34091,Group4
32692,56666,45101,Group4
32698,56676,40321,Group4
32704,56685,33554,Group4
32723,56718,50000,Group4
32726,56721,30266,Group4
32742,56746,40000,Group4
32753,56766,44000,Group4
32755,56768,39440,Group4
32771,56792,35472,Group4
32775,56798,30306,Group4
32788,56813,34196,Group4
32798,56830,30297,Group4
32800,56832,43026,Group4
32804,56840,43240,Group4
32805,56841,32269,Group4
32812,56849,33051,Group4
32819,56857,38723,Group4
32824,56865,48318,Group4
32834,56885,35281,Group4
32839,56891,34896,Group4
32851,56910,33312,Group4
32870,56941,49299,Group4
32873,56945,43444,Group4
32881,56955,43026,Group4
32924,57022,37772,Group4
32929,57032,44929,Group4
32938,57046,36000,Group4
32966,57089,48000,Group4
32988,57117,34561,Group4
32992,57125,41600,Group4
33006,57143,33554,Group4
33015,57157,46177,Group4
33021,57165,32687,Group4
33025,57172,36319,Group4
33026,57173,40952,Group4
33031,57179,43000,Group4
33066,57227,43583,Group4
33085,57256,38723,Group4
33112,57303,44612,Group4
33121,57318,50000,Group4
33162,57383,36319,Group4
33164,57387,47750,Group4
33165,57389,49299,Group4
33179,57411,31810,Group4
33199,57441,40038,Group4
33211,57455,47587,Group4
33213,57458,38740,Group4
33217,57462,47750,Group4
33247,57504,37440,Group4
33263,57529,32743,Group4
33298,57581,39565,Group4
33308,57594,44310,Group4
33322,57612,32880,Group4
33339,57639,49360,Group4
33347,57650,46386,Group4
33356,57665,40805,Group4
33359,57670,40265,Group4
33367,57680,36263,Group4
33383,57701,42293,Group4
33399,57722,49045,Group4
33400,57724,32906,Group4
33412,57741,35472,Group4
33434,57770,47750,Group4
33436,57774,38337,Group4
33440,57779,44612,Group4
33452,57795,43881,Group4
33453,57796,41638,Group4
33464,57813,36610,Group4
33467,57821,41936,Group4
33468,57822,44090,Group4
33474,57833,47750,Group4
33484,57847,40929,Group4
33491,57854,42441,Group4
33494,57857,34107,Group4
33502,57871,47750,Group4
33506,57875,43771,Group4
33510,57880,33067,Group4
33517,57891,33632,Group4
33522,57899,33820,Group4
33534,57917,45476,Group4
33537,57922,45476,Group4
33538,57923,45476,Group4
33546,57933,36493,Group4
33550,57938,45022,Group4
33553,57941,35472,Group4
33568,57964,46394,Group4
33577,57978,37518,Group4
33580,57982,31834,Group4
33589,57998,44340,Group4
33594,58005,37612,Group4
33600,58018,40929,Group4
33602,58020,48896,Group4
33604,58023,39792,Group4
33610,58030,49787,Group4
33612,58036,47750,Group4
33613,58037,46386,Group4
33618,58043,36961,Group4
33626,58056,34107,Group4
33636,58069,35472,Group4
33641,58078,31834,Group4
33644,58082,49031,Group4
33646,58086,39766,Group4
33650,58090,49115,Group4
33652,58093,34107,Group4
33660,58105,32212,Group4
33672,58119,37111,Group4
33676,58123,40929,Group4
33681,58133,41600,Group4
33682,58134,30306,Group4
33685,58140,34107,Group4
33689,58144,43290,Group4
33692,58147,47750,Group4
33698,58155,47750,Group4
33700,58159,35472,Group4
33706,58166,43203,Group4
33707,58169,40584,Group4
33712,58176,31580,Group4
33713,58177,40574,Group4
33714,58178,33138,Group4
33721,58189,47348,Group4
33724,58192,43203,Group4
33727,58197,43620,Group4
33730,58200,30697,Group4
33732,58202,44340,Group4
33735,58207,45476,Group4
33738,58211,38664,Group4
33741,58215,38365,Group4
33757,58240,30342,Group4
33759,58242,38087,Group4
33770,58261,45703,Group4
33775,58267,49201,Group4
33782,58278,40929,Group4
33789,58290,40584,Group4
33797,58305,32716,Group4
33809,58326,45341,Group4
33810,58328,42066,Group4
33813,58331,49524,Group4
33815,58335,32877,Group4
33819,58339,32678,Group4
33822,58343,38655,Group4
33828,58351,47587,Group4
33833,58357,36079,Group4
33839,58363,47348,Group4
33840,58366,40691,Group4
33842,58371,43295,Group4
33848,58379,44612,Group4
33854,58385,40929,Group4
33857,58391,47215,Group4
33866,58407,48318,Group4
33867,58408,47750,Group4
33871,58413,45135,Group4
33875,58420,44340,Group4
33876,58421,34107,Group4
33877,58423,45363,Group4
33880,58428,32212,Group4
33883,58434,40408,Group4
33886,58438,43657,Group4
33889,58444,45277,Group4
33900,58460,32743,Group4
33901,58462,37518,Group4
33904,58468,47875,Group4
33906,58471,39766,Group4
33914,58490,36079,Group4
33915,58492,42066,Group4
33917,58495,34107,Group4
33925,58512,32000,Group4
33931,58523,42000,Group4
33933,58526,48217,Group4
33941,58538,40929,Group4
33949,58550,47750,Group4
33951,58552,33107,Group4
33955,58556,41136,Group4
33968,58574,37627,Group4
33981,58595,39792,Group4
33985,58603,32906,Group4
33987,58608,36079,Group4
33989,58612,36526,Group4
33995,58619,43200,Group4
34000,58625,34107,Group4
34011,58641,35113,Group4
34026,58664,30312,Group4
34027,58666,31038,Group4
34032,58673,40929,Group4
34033,58674,32467,Group4
34043,58692,45476,Group4
34044,58694,33067,Group4
